,NAME,income 75K-end,S0601_C01_046E.1,income 50-65K,Health Support,Architectural engineering,Community and Social,Life/Social/Physical science,income 10-15K,Production Occupation,income 15-25K,Fire Fighting,income 65-75K,Construcation & Extraction,income 35-50K,educational attainment,income 25-35K,Transportation,income 0-10K,Computer engineer/science,Sales,Health Technical,Personal care and service,median income,Management income,Health Diagnosing,Busineess Finance Operations,Computer and Math,Office Administrative,"Installation, maintenance, repair",Education,Material Moving,"Arts,sports,design",Building/Grounds Maintenance,"Farming, fishing, forestry",Law Enforcement,Legal,Food Service,state,county,Unnamed: 40
98,"Hartford County, Connecticut",17.5,17.5,9.6,30009,91102,46867,65648,7.2,35718,12.2,27595,4.8,43662,12.5,22,9.7,29400,14.8,80915,35526,41719,14253,43917,85431,71823,70174,76357,35572,50591,45518,25241,43963,28060,12702,75619,83462,17402,9,3,
99,"Litchfield County, Connecticut",17.4,17.4,11.5,26103,76094,46183,73078,8.8,40639,13.8,31986,4,47374,11.9,17.2,11,37124,11.6,76090,40459,44915,21363,42124,81248,61078,61462,91173,34291,52919,45177,16267,31516,21191,50916,85338,62973,15967,9,5,
100,"Middlesex County, Connecticut",20.7,20.7,11,27484,78674,56804,51852,8.3,45836,11.1,36166,5.7,51224,11.1,22,8.8,48090,13,72979,41955,50346,25345,50009,81439,85392,81287,85042,34864,65579,40479,53328,25006,15244,-666666666,71606,91425,11720,9,7,
101,"New Haven County, Connecticut",15.1,15.1,9.8,26411,77077,52486,53149,7.9,31898,12.8,31224,4.2,40532,12.7,18.9,10.1,35717,14.4,66619,29805,46960,17526,40796,77271,79834,61037,68533,35800,46128,45250,21370,40986,26013,-666666666,67075,64248,18000,9,9,
102,"New London County, Connecticut",16.2,16.2,9.4,31525,83461,50897,78387,7.5,45132,14.4,41857,4.4,36330,13.1,17.3,9.4,30929,15,82302,26802,51364,18701,40264,72416,63036,71226,80401,36792,47424,31427,26197,52216,24624,35759,66743,60831,13288,9,11,
103,"Tolland County, Connecticut",19,19,9.9,27299,75210,44837,47193,8.6,38095,10.8,-666666666,4.6,60171,11.2,22.6,7.4,39410,18.5,75322,32265,44046,13900,42212,92286,76044,52299,82741,38263,52197,28017,30063,11938,11122,20993,88382,167339,10711,9,13,
104,"Windham County, Connecticut",11.4,11.4,11.2,28750,61894,26384,51090,8.6,38801,12.9,27333,4.6,33362,15.1,12.3,12.4,30643,14.8,61815,40100,60297,17238,36592,61871,72314,55459,65459,34556,40651,43540,18932,45394,24768,21509,62012,80089,13176,9,15,
105,"Kent County, Delaware",9.3,9.3,9.6,24705,65957,45471,71763,10,37073,14.5,19583,3.6,35765,13,10.7,11,32301,17.1,70046,18695,31900,21496,33345,57344,70515,52528,70607,30417,46767,37204,17100,45083,12450,21690,55282,50544,12103,10,1,
106,"New Castle County, Delaware",14.6,14.6,10,21839,70742,41838,62321,7.3,45842,12.5,26875,4.4,37145,13.3,17.9,9.9,40097,14.6,72316,30730,42039,17306,40899,72075,66808,60406,76840,32095,48357,41069,21377,40244,21353,30866,56870,66710,13853,10,3,
107,"Sussex County, Delaware",10.3,10.3,10.1,31731,51920,40957,60470,8.3,33761,17.2,7044,3.3,37308,14.5,12.5,11.4,27901,14.3,72214,35085,32475,17524,35450,52085,62390,41986,78783,27427,41414,42085,16955,25469,21296,21728,60887,77148,15864,10,5,
108,"District of Columbia, District of Columbia",25.9,25.9,9.2,24238,90311,60181,80377,5.9,41965,9.2,27129,4.7,30697,10.3,13.3,7.8,35512,16.4,77968,32842,40934,26525,52733,89094,68198,75556,74462,38050,45279,46664,31184,62431,23239,-666666666,79449,100704,19320,11,1,
109,"Alachua County, Florida",10.4,10.4,6.5,20091,47997,40243,40206,6.5,19015,14.5,12500,2.9,25835,10.7,20,9.4,16879,20.4,50086,22249,36256,11437,30174,59539,62251,43473,67984,24860,34010,35067,21031,25568,17291,15114,35044,70514,10924,12,1,
110,"Bay County, Florida",8.2,8.2,7.7,20478,67319,35666,41771,10.1,31779,15.5,46178,3.5,30832,13.8,11.9,12.2,40389,17.5,60250,20116,35123,15919,30876,50974,58302,46534,56960,26249,38131,30643,17528,30168,14390,7394,45349,40792,11084,12,5,
111,"Brevard County, Florida",9.6,9.6,7.7,25769,76889,37864,41232,9.6,26704,17.4,36920,3.2,30447,12.1,16.6,12,40215,15.1,75126,22886,41218,15192,31419,56129,51519,46165,71323,24678,37121,37616,30459,31205,18708,25000,47444,70042,15324,12,9,
112,"Broward County, Florida",10.9,10.9,7.5,21577,65772,41173,52001,9.8,25830,14.8,27606,2.8,28453,12.2,18.5,11.9,31717,15,61579,26937,32760,16744,31643,57840,61868,47087,61804,27245,36256,40487,21975,37282,17269,18408,80219,56583,17039,12,11,
113,"Charlotte County, Florida",7.8,7.8,8.3,24737,-666666666,45305,45672,10.8,36958,19,25711,2.3,28645,11.2,15.4,12.7,21476,16.7,47146,18880,29446,17676,26445,60933,56126,45053,27122,24775,27035,38457,5851,11581,17191,12192,60413,49570,9710,12,15,
114,"Citrus County, Florida",5.1,5.1,7,28972,-666666666,50793,60373,13.6,22004,18,31690,2.5,26920,11.4,6.4,12.5,20754,17.4,67156,16587,20865,12214,25749,45357,51617,52150,75291,23889,36708,26345,14347,11458,19013,47598,43664,-666666666,11895,12,17,
115,"Clay County, Florida",9.5,9.5,9.5,22324,58768,35111,67978,7.7,41042,16,31968,3,30549,12.5,11.2,11.4,35816,14.8,64840,31150,39173,15044,32228,60652,70109,42561,85761,29246,39451,45047,17655,20815,19375,-666666666,54045,50525,16001,12,19,
116,"Collier County, Florida",14.5,14.5,7.3,28257,50178,40785,34280,9.2,21989,17,21075,3.4,26050,11.8,16.2,10.6,44664,14.3,41354,29974,27384,21211,29218,67714,61292,59137,37080,26248,29557,38651,18352,40478,18074,17033,63639,66298,16232,12,21,
117,"Columbia County, Florida",7.6,7.6,5.6,17430,80268,31179,-666666666,8.7,21545,17.2,45068,2.3,16920,11.2,8.4,12.2,31722,16.5,71054,25579,30492,7111,29695,50469,76772,36392,71355,22457,36648,31432,22179,28376,20794,-666666666,32213,-666666666,9497,12,23,
118,"Duval County, Florida",9.6,9.6,7.9,24144,72091,37008,51660,9.3,26747,13.8,27068,3.1,29335,13.7,17.2,13.2,35765,16.1,65279,25581,31938,16538,31775,57386,60993,45637,62950,29622,41500,38611,20294,20369,20590,14412,32476,60238,16459,12,31,
119,"Escambia County, Florida",7.3,7.3,6.3,25722,69518,40257,50594,9.1,30243,17.8,35137,2.4,27238,14.2,13.7,14.7,34862,16.9,51037,29948,29293,12097,29993,52546,55198,45088,45299,26564,38283,35829,22381,31421,16520,42755,39611,42397,14123,12,33,
120,"Flagler County, Florida",7.2,7.2,7.2,50052,72780,31673,-666666666,11,30062,18.2,16871,2.9,31725,11,21,12.8,23776,14.7,72017,16810,29470,17384,27486,41967,32408,40636,71892,21783,41932,27290,21687,-666666666,16428,-666666666,55340,52943,14170,12,35,
121,"Hernando County, Florida",5.9,5.9,6.7,16447,48803,50917,-666666666,10.7,30442,19.1,42115,2.3,34574,13.7,13.6,11.7,40696,16,47921,23797,40452,15640,31003,51907,56340,60785,46440,27088,36618,41385,11361,10242,15627,-666666666,41982,-666666666,10843,12,53,
122,"Highlands County, Florida",4.7,4.7,4.5,14143,85040,45636,42222,12.2,35585,21.4,2499,2,29069,9.8,10.6,11.8,31200,20.7,40481,15429,19254,11121,22837,70991,62354,51009,34284,19662,25277,32007,23422,6965,17052,18252,47918,-666666666,9063,12,55,
123,"Hillsborough County, Florida",10.7,10.7,8.4,23815,69071,40332,45801,8.6,29246,15.2,26485,2.9,26300,12.2,18.4,11.5,31804,15.5,61991,30938,40081,16786,32342,61555,60768,50887,65406,29171,32119,38950,20061,40100,17893,16211,57224,55017,15350,12,57,
124,"Indian River County, Florida",9.8,9.8,7.2,21723,126032,53005,42572,10.1,30129,17.5,15902,3,31030,11.5,8.3,13,35260,14.4,43915,31188,26894,10649,28385,48219,57136,40664,38564,25395,33056,40044,18762,53145,20014,47674,52261,76175,18166,12,61,
125,"Lake County, Florida",7.2,7.2,7.3,23255,45160,29608,30492,12,26246,16.4,53465,3,31277,13.1,15.7,13,26024,15.5,50479,26429,31604,12350,30501,52223,48226,50832,66755,24441,34833,36937,31836,22412,18873,14331,46220,38212,14371,12,69,
126,"Lee County, Florida",8.9,8.9,8,23401,72080,39378,52468,10.4,25666,16.6,25640,2.9,30327,12,13.4,12.2,30113,14.1,48993,26523,40879,17049,29193,56096,61180,50370,37429,25189,37547,40430,15486,29313,20716,12447,46083,41264,16608,12,71,
127,"Leon County, Florida",8.6,8.6,7.1,20194,41422,34670,48220,8.7,23883,13.9,16342,3,30313,13.1,25.1,9.7,31539,22.3,47801,14814,30469,20470,27108,55315,62002,39339,47693,22466,35876,36680,8551,26013,17012,-666666666,43717,69020,10072,12,73,
128,"Manatee County, Florida",9.5,9.5,7.1,24668,93558,30861,23861,10.4,27716,17.9,19057,2.3,22991,11.7,10.9,13.9,26287,14.5,61784,22675,36395,17362,30047,60218,61583,49681,76576,27004,36073,43672,27284,24949,20423,14002,50556,115335,16073,12,81,
129,"Marion County, Florida",4.8,4.8,5.7,21370,51952,38039,39382,10.1,25136,20.4,25743,2.4,30067,11.1,11,12.7,26310,17.1,37854,20454,30779,21364,26552,45756,56563,35587,31903,25321,31207,30948,20746,21697,18937,19212,38203,56848,18157,12,83,
130,"Martin County, Florida",12.2,12.2,8.5,16770,66886,39026,27489,10.2,21921,17.3,54529,3.3,25975,12.8,17.4,10.9,26262,13.1,56742,36647,31377,21671,31879,60375,65256,51991,46477,29765,33302,41148,7148,22234,24297,19435,51105,69278,10889,12,85,
131,"Miami-Dade County, Florida",7.8,7.8,5.5,21274,57188,35574,51876,10.4,22136,15.9,23159,2.2,23851,9.5,18.5,10.4,26247,18.5,55858,25254,31587,16240,27194,55361,56688,48027,58520,25746,27369,40479,20189,35753,16319,16049,52102,60638,16844,12,86,
132,"Monroe County, Florida",15.1,15.1,8.7,15946,121339,36010,80921,8.9,42740,15.6,30213,3.1,26727,13.6,29.2,13.1,26514,13.5,86704,24117,25771,18312,31620,47611,83030,46000,100787,27415,47115,36277,23358,21616,26107,16681,39708,67003,22066,12,87,
133,"Nassau County, Florida",10.2,10.2,6.6,21328,53750,31897,-666666666,11,38149,12.8,77551,3.7,53505,12.8,9,12,30949,18.8,56374,31358,31611,20049,34023,52026,60515,51830,57602,29703,42297,36188,26168,-666666666,15425,-666666666,19810,55041,14111,12,89,
134,"Okaloosa County, Florida",11.9,11.9,8.3,32581,70139,34048,77028,8,29955,17.6,32139,3.3,26191,12.7,13.7,11.4,26306,14.3,71020,25022,21596,20343,30561,57261,60939,46472,71485,28349,40943,35257,23958,21938,22511,12415,45259,49100,17732,12,91,
135,"Orange County, Florida",9.1,9.1,7.2,22118,71815,40684,48473,9.3,25124,16,23360,2.6,27164,12.3,22,12.6,30067,15.6,64204,26519,28768,15842,30413,60914,58491,46475,63317,26345,35033,35930,18416,28682,19196,22361,49996,52450,17135,12,95,
136,"Osceola County, Florida",4.6,4.6,5.4,22679,51775,30544,42206,10.7,25155,19.1,22149,2.5,25531,10.3,17.5,11.9,27259,17.5,57146,21117,37831,18498,25401,42392,53977,43387,68755,23644,31719,32487,20698,27818,17639,-666666666,42410,40334,17825,12,97,
137,"Palm Beach County, Florida",13.6,13.6,8,20384,76453,41163,42001,9.2,27116,15.6,23591,3.2,30046,11.4,21.7,11.7,26818,14.1,65036,31720,32245,18162,32172,62572,60652,51383,65378,29196,35748,40665,17332,36977,19199,18289,71351,55325,16557,12,99,
138,"Pasco County, Florida",8.3,8.3,7.2,24216,56563,46470,51393,10.5,32318,17.5,27462,2.7,29666,12.8,14.5,11.5,28244,14.2,65848,25016,42025,16707,31880,60180,60315,50529,76994,27169,40619,38143,26907,38798,16063,22938,60319,47317,15828,12,101,
139,"Pinellas County, Florida",10.7,10.7,8.4,22209,70376,36985,39478,9.9,29466,16.9,31136,3,26663,12.4,18.8,12.5,29405,15.1,65588,29382,33563,18183,31987,62269,65785,47362,66335,26791,32035,40704,20828,31396,20507,12440,52048,55232,17303,12,103,
140,"Polk County, Florida",5.9,5.9,6.3,21492,66887,36071,46431,10.8,30127,17.3,32404,2.1,27421,12.1,11.4,12.1,33156,15.8,60583,22192,35070,14437,28633,50604,52028,40983,60540,26236,37484,36394,20528,29787,18185,12313,48726,52044,17394,12,105,
141,"Putnam County, Florida",3.5,3.5,4.7,18889,-666666666,40503,36498,15.4,31969,18.9,-666666666,2.1,22525,9.3,7.4,9.4,27565,19.2,24752,24706,28667,20748,21761,21995,37203,36978,150964,19316,17422,31986,36611,-666666666,14622,33095,42043,-666666666,10537,12,107,
142,"St. Johns County, Florida",18.6,18.6,7.9,29027,81361,50205,31742,7.9,36192,11.6,40625,2.8,26801,11,25.1,9.6,35940,14.3,67485,25428,30330,12179,40808,80841,67113,102353,90266,31207,40348,38782,6887,8346,23221,9902,50417,120265,15119,12,109,
143,"St. Lucie County, Florida",6.7,6.7,6.7,24139,61163,31221,50260,11.5,23466,15.4,24373,2.4,30432,11.4,12.6,13.5,29796,15.4,51721,21721,31646,17263,27646,41050,55988,73216,52989,25957,45127,32065,9768,29331,21022,30381,45254,34107,11622,12,111,
144,"Santa Rosa County, Florida",11.4,11.4,7.4,25138,83191,45296,60577,8.8,27654,13.9,60535,3.6,31250,13.1,17.1,11.5,38042,16,67301,27771,31071,20698,32406,51357,55449,46135,79289,23889,43339,37833,20007,44097,19107,26452,41739,56136,12417,12,113,
145,"Sarasota County, Florida",13.3,13.3,8.9,22741,52583,36761,36162,8.9,24194,16.8,25978,3.7,29162,13.7,18.4,12.1,36083,12.2,50359,31679,33893,16274,34498,57041,62262,47371,57697,29205,35276,46004,20722,40145,26176,22250,36782,61518,16830,12,115,
146,"Seminole County, Florida",12.5,12.5,8,24008,77469,33854,66350,8.4,27330,14.2,26733,3.3,26655,12.4,21.8,11.5,26699,14.1,65368,27678,36440,16039,35567,71494,65116,52059,61586,29319,38965,40120,16141,29626,22290,21260,58786,51603,15561,12,117,
147,"Sumter County, Florida",10.5,10.5,8.5,31864,-666666666,51030,-666666666,8.9,16967,15.7,46033,2.6,30767,13.1,19.5,14.7,25992,12.8,115439,19553,60156,3394,29816,73880,32013,51786,115439,24213,50406,40700,16798,8488,23750,31721,39107,14484,10133,12,119,
148,"Volusia County, Florida",6.4,6.4,7,23049,46849,30319,43851,11.5,29665,18.7,26598,2.6,26466,11.8,14.8,12.3,31039,14.8,50264,22077,32471,17788,27757,50521,51821,43997,51849,23184,36425,37029,25021,31755,20211,17097,50843,44764,14191,12,127,
149,"Barrow County, Georgia",6.9,6.9,7.7,23491,62215,22659,25556,10,36538,17,52076,3.6,35915,11.2,9.4,10.8,31745,16.7,42440,19546,26424,16123,30297,70430,100444,52212,40936,26715,48676,31037,30243,20442,13716,26738,53774,-666666666,11622,13,13,
150,"Bartow County, Georgia",6,6,8.8,16110,39641,31309,33392,9.4,31830,15.9,60449,3,32475,14.4,9.7,11.4,31265,15.6,39025,20972,24831,26572,32364,57157,65364,50036,67846,29253,44329,46992,27580,5712,20599,17375,41806,-666666666,11531,13,15,
151,"Bibb County, Georgia",7.7,7.7,5.8,15555,75026,31667,70121,9.9,24650,13.8,20698,3.1,28413,11.3,13.9,11,29291,20,61566,31709,40724,14408,30152,45578,76177,48630,61421,25944,32587,31787,23625,35602,16055,22743,-666666666,66987,16434,13,21,
152,"Bulloch County, Georgia",6.5,6.5,6.1,20133,54261,33852,19277,9,25920,14.1,-666666666,2.4,28473,7.6,10.8,8.4,21723,25.4,53992,9746,27770,22468,22327,52720,95072,40422,70419,23544,45004,31537,21831,33972,12321,-666666666,41829,-666666666,9487,13,31,
153,"Carroll County, Georgia",6.1,6.1,8,12108,54871,40933,40500,9.9,34744,14.7,50481,2.6,31328,9.5,13.1,10.9,40602,22.1,57037,25057,37203,10588,28188,36438,71610,40698,71198,26099,50330,34296,17220,37946,20909,-666666666,46542,39747,11477,13,45,
154,"Catoosa County, Georgia",-999999999,-999999999,-999999999,25563,72298,-666666666,-666666666,-999999999,25957,-999999999,52103,-999999999,36528,-999999999,13.9,-999999999,45597,-999999999,71057,30887,28396,11728,31352,62875,51517,49550,61393,26805,48845,31810,24214,-666666666,8750,-666666666,36165,-666666666,15328,13,47,
155,"Chatham County, Georgia",9.1,9.1,8.7,25070,61476,35787,87528,9.1,31338,16.5,20868,2.7,31387,10.9,16.1,11.8,23167,18.3,58569,25483,29003,15034,30108,55634,62257,45883,54774,24746,41102,32185,24582,26787,16229,20502,33100,85250,13590,13,51,
156,"Cherokee County, Georgia",16.2,16.2,10.1,21074,71348,36886,14504,7.5,28622,14.6,51148,4.7,31445,10.6,20.9,8.3,22262,14.4,72125,31770,30761,12674,40626,80277,67786,61948,75107,30930,42487,47153,15828,66339,20226,11450,54759,51020,12661,13,57,
157,"Clarke County, Georgia",6.6,6.6,4,4749,35013,40229,25131,10.8,23991,12.7,10293,2.1,20773,7.7,21.7,9.1,9812,29.9,45604,12177,40147,8139,20444,42449,56038,22371,52885,17824,27164,32847,23036,20584,12430,11464,35139,51620,9985,13,59,
158,"Clayton County, Georgia",4.7,4.7,6.1,23901,110531,35705,45250,9,26965,16.8,23937,2.2,22427,12.7,9.8,12,28979,17.8,50812,21862,37461,16276,26444,49511,65278,36850,47170,27574,31432,40372,21436,26082,17475,24953,46935,31224,11038,13,63,
159,"Cobb County, Georgia",16.5,16.5,9.5,25011,80494,36790,56991,7.1,28719,12.9,24724,4.2,27151,11.6,27.4,10.3,30726,14.1,73315,35334,31382,21193,39067,76398,60177,63025,75837,30883,34520,35539,23662,37047,18097,2499,51202,71375,16814,13,67,
160,"Columbia County, Georgia",14.8,14.8,8.8,25999,70258,50106,142865,6.5,41999,10.5,38730,4.3,20846,13.7,23.8,8.6,61978,15.6,71423,13627,38508,21030,40706,77931,61484,57258,77677,30107,43078,49342,20625,39681,24755,-666666666,47065,-666666666,14728,13,73,
161,"Coweta County, Georgia",12.6,12.6,10.5,26800,81591,57311,71859,5.5,27710,15.4,35420,3.3,41814,10.9,13,12.5,50026,14.3,72012,42189,33719,12746,36830,79187,66629,54075,51942,30905,51688,41306,23948,17519,15153,-666666666,56302,-666666666,11605,13,77,
162,"DeKalb County, Georgia",13.5,13.5,8.2,20111,74578,35532,67216,8.4,23478,14.5,29141,3.9,25370,11.7,20.7,10.7,32893,15,69925,28367,31374,17938,35403,73201,57170,62971,65414,30010,31401,42190,16075,41341,20089,14784,30973,116960,17383,13,89,
163,"Dougherty County, Georgia",6.5,6.5,7,22247,82500,31196,80977,9.9,27590,13.9,45218,1.9,28355,10.5,11.8,10.4,32038,21.8,77404,16393,48231,19831,29000,40936,73286,39518,19124,25681,39065,42311,11700,55960,22673,11823,26230,36812,15392,13,95,
164,"Douglas County, Georgia",8.5,8.5,10.7,17299,89707,42103,11913,9.3,35527,13.7,34991,3.4,26622,11.9,13.5,10,31100,16.3,57132,22079,50043,12319,33695,60595,50285,60366,57478,31784,34512,45818,25002,41778,15102,50288,48215,-666666666,9104,13,97,
165,"Fayette County, Georgia",19.4,19.4,10.5,19764,105134,50303,84141,6.1,54301,10.9,7407,4.9,42097,11.2,27.7,6.9,52338,13.7,90377,31066,38954,20789,49220,97338,62399,79167,52466,36686,50527,43062,16324,27528,12363,-666666666,51691,53822,12317,13,113,
166,"Floyd County, Georgia",6.5,6.5,5.5,25885,60774,26685,5946,11.5,27713,17.2,30750,3.3,32141,10.1,8.1,11.6,26457,20.7,43791,9187,31844,11812,26832,56151,56977,41814,59125,19325,41655,41427,30925,41313,12495,-666666666,30000,-666666666,10298,13,115,
167,"Forsyth County, Georgia",23.1,23.1,9.1,18775,90829,41435,60235,6.7,20244,9.3,37188,4.4,36392,10.6,25.6,7.5,38106,14.6,100212,49797,36717,13067,49841,96789,62301,76635,100971,34581,49712,41460,24953,38859,17582,-666666666,57478,41403,7864,13,117,
168,"Fulton County, Georgia",17.9,17.9,7.5,30349,72437,35709,50505,7.2,28585,12.1,21737,3.4,30743,12.1,22.1,10.4,31001,14.9,72429,36760,36340,16788,40396,79514,66809,62054,73914,29597,37175,40490,21347,48772,18374,17167,41419,102003,16952,13,121,
169,"Glynn County, Georgia",10.9,10.9,8.2,12110,40578,42175,-666666666,9.3,32036,16.1,12457,3,41332,11.6,14.4,11.6,17307,17.3,61216,25882,17405,15633,29751,56069,80592,40736,95660,24784,57692,49821,22908,16250,20119,29176,-666666666,112333,11986,13,127,
170,"Gwinnett County, Georgia",11.7,11.7,7.4,24959,74057,36507,63524,8,30261,13.7,30079,3.4,26356,12.5,23.3,11.7,35519,13.2,74806,26787,30983,18463,32058,66199,58158,55036,77150,29214,36306,41485,21321,42105,21567,15169,40903,39331,13868,13,135,
171,"Hall County, Georgia",9.3,9.3,7.3,19489,86500,29608,95128,9.1,28144,15.3,34745,3.4,27462,11.2,14.4,12.1,43060,14.5,75807,25619,37809,20084,31149,67302,60017,40847,71872,25520,34743,40677,25156,25693,22300,21980,34410,42786,10306,13,139,
172,"Henry County, Georgia",9.9,9.9,8.1,22879,65625,35872,77516,7,32760,14.6,26906,3.6,32895,12.8,16.4,11,47337,15.8,66803,30998,36825,14728,33412,53640,57551,54986,70158,30686,44053,41012,17205,47359,20289,-666666666,48345,90097,13730,13,151,
173,"Houston County, Georgia",9,9,10.2,22103,50686,56297,46359,7.9,32017,12.9,36530,3.6,30708,13.2,8.8,12.3,26930,16.7,53903,12449,31864,20694,34740,53289,52346,45366,59476,35433,44047,40692,45318,59000,20698,-666666666,31774,90041,9805,13,153,
174,"Liberty County, Georgia",4.9,4.9,6.1,26703,48182,50328,-666666666,8.2,31406,15.4,10124,2,31069,10.5,7.6,15.2,31322,18.4,41381,14993,31500,11290,26349,51032,47440,35517,40261,26849,30998,47350,20979,-666666666,16304,-666666666,30239,-666666666,12136,13,179,
175,"Lowndes County, Georgia",4.9,4.9,5.5,24264,37100,31317,-666666666,12.8,20471,16.3,30606,1.5,19097,9.8,13,9,26396,18.6,31620,21221,31336,16154,21872,41232,39368,32338,30842,18099,38750,42311,9940,11928,20006,38557,19928,-666666666,11776,13,185,
176,"Muscogee County, Georgia",7.4,7.4,6.9,18960,49461,32171,32054,10,25247,16.2,34263,2.6,26669,10.3,11.7,10.1,25127,21,58000,16023,29541,10523,26370,56418,70938,42180,69867,24845,32424,35112,18860,42786,12027,30910,40980,145459,11053,13,215,
177,"Newton County, Georgia",5.5,5.5,8.3,22218,56918,26680,-666666666,10.3,31285,15.3,-666666666,3.2,30045,13.6,12.9,12.5,42258,15.7,57301,31721,35876,10628,30643,52465,76429,41947,56871,30304,50734,45193,25696,51500,19517,-666666666,20659,-666666666,8832,13,217,
178,"Paulding County, Georgia",9.8,9.8,8.8,26042,70360,31796,43674,9.2,40660,12.7,31900,5.3,26655,13.8,9.7,11.4,36298,15.2,69841,35745,32628,14939,35904,42448,65430,55171,81710,30527,52298,40857,18592,25621,20503,-666666666,54106,57064,10306,13,223,
179,"Richmond County, Georgia",5.9,5.9,6.9,25457,71513,35869,38456,11.5,31485,15.1,15551,2.9,32707,12.1,11.5,10,30663,20.5,60113,16586,37433,16777,29445,53066,66561,38877,61163,25793,35019,36850,26825,36541,18405,23434,42709,52230,11061,13,245,
